State,state_code,Month,Rain,value,RainTmp,RainTmp2,Year
Kentucky,KY,December,0.957,12,0.07469,0.50548,2021
Louisiana,LA,January,0.06883,1,0.66026,0.048,2021
Louisiana,LA,February,0.64889,2,0.87526,0.98044,2021
Louisiana,LA,March,0.83702,3,0.99556,0.135,2021
Louisiana,LA,April,0.03065,4,0.03065,0.96582,2021
Louisiana,LA,May,0.90763,5,0.87279,0.21052,2021
Louisiana,LA,June,0.02412,6,0.93581,0.92629,2021
Louisiana,LA,July,0.97858,7,0.93135,0.6606,2021
Louisiana,LA,August,0.49752,8,0.89549,0.27148,2021
Louisiana,LA,September,0.772,9,0.93117,0.66026,2021
Louisiana,LA,October,0.70473,10,0.73939,0.05675,2021
Louisiana,LA,November,0.04695,11,0.83424,0.51296,2021
Louisiana,LA,December,0.0788,12,0.02276,0.17011,2021
Maine,ME,January,0.99779,1,0.99621,0.18416,2021
Maine,ME,February,0.03845,2,0.00101,0.17501,2021
Maine,ME,March,0.8036,3,0.07296,0.04969,2021
Maine,ME,April,0.00305,4,0.8911,0.80712,2021
Maine,ME,May,0.9533,5,0.45168,0.78904,2021
Maine,ME,June,0.86152,6,0.31,0.98875,2021
Maine,ME,July,0.91264,7,0.03192,0.1408,2021
Maine,ME,August,0.98598,8,0.90975,0.28287,2021
Maine,ME,September,0.66773,9,0.12232,0.02872,2021
Maine,ME,October,0.94935,10,0.77082,0.03581,2021
Maine,ME,November,0.97635,11,0.1408,0.05984,2021
Maine,ME,December,0.94179,12,0.56786,0.004,2021
Maryland,MD,January,0.84281,1,0.99668,0.14956,2021
Maryland,MD,February,0.03321,2,0.80096,0.03184,2021
Maryland,MD,March,0.90257,3,0.91512,0.02203,2021
Maryland,MD,April,0.735,4,0.05676,0.73356,2021
Maryland,MD,May,0.98058,5,0.02442,0.74344,2021
Maryland,MD,June,0.05525,6,0.966,0.18948,2021
Maryland,MD,July,0.86833,7,0.04661,0.9899,2021
Maryland,MD,August,0.019,8,0.35469,0.12232,2021
Maryland,MD,September,0.92629,9,0.04043,0.94799,2021
Maryland,MD,October,0.683,10,0.96154,0.93117,2021
Maryland,MD,November,0.05633,11,0.91549,0.99621,2021
Maryland,MD,December,0.01613,12,0.86815,0.9784,2021
Massachusetts,MA,January,0.61044,1,0.6606,0.05,2021
Massachusetts,MA,February,0.79786,2,0.07821,0.91938,2021
Massachusetts,MA,March,0.78529,3,0.416,0.22272,2021
Massachusetts,MA,April,0.97009,4,0.84855,0.95716,2021
Massachusetts,MA,May,0.87279,5,0.94375,0.03191,2021
Massachusetts,MA,June,0.95496,6,0.71551,0.887,2021
Massachusetts,MA,July,0.99914,7,0.85425,0.11666,2021
Massachusetts,MA,August,0.08736,8,0.84094,0.01845,2021
Massachusetts,MA,September,0.05675,9,0.77892,0.09147,2021
Massachusetts,MA,October,0.97523,10,0.83992,0.04695,2021
Massachusetts,MA,November,0.88435,11,0.00408,0.08443,2021
Massachusetts,MA,December,0.3143,12,0.1566,0.05633,2021
Michigan,MI,January,0.147,1,0.88169,0.86494,2021
Michigan,MI,February,0.048,2,0.02737,0.416,2021
Michigan,MI,March,0.61956,3,0.063,0.3143,2021
Michigan,MI,April,0.206,4,0.92279,0.72926,2021
Michigan,MI,May,0.07644,5,0.29118,0.64096,2021
Michigan,MI,June,0.95936,6,0.05525,0.9175,2021
Michigan,MI,July,0.68665,7,0.663,0.01728,2021
Michigan,MI,August,0.97295,8,0.96797,0.06956,2021
Michigan,MI,September,0.23588,9,0.008,0.87361,2021
Michigan,MI,October,0.92969,10,0.05984,0.62836,2021
Michigan,MI,November,0.10163,11,0.06267,0.76564,2021
Michigan,MI,December,0.0825,12,0.74613,0.66773,2021
Minnesota,MN,January,0.2549,1,0.13785,0.019,2021
Minnesota,MN,February,0.08549,2,0.0105,0.83406,2021
Minnesota,MN,March,0.95844,3,0.12721,0.71344,2021
Minnesota,MN,April,0.80072,4,0.78948,0.0345,2021
Minnesota,MN,May,0.20478,5,0.04941,0.2165,2021
Minnesota,MN,June,0.07041,6,0.89969,0.15159,2021
Minnesota,MN,July,0.87526,7,0.73263,0.0788,2021
Minnesota,MN,August,0.066,8,0.98411,0.82726,2021
Minnesota,MN,September,0.14729,9,0.91759,0.8535,2021
Minnesota,MN,October,0.04522,10,0.18494,0.02688,2021
Minnesota,MN,November,0.71344,11,0.94935,0.16059,2021
Minnesota,MN,December,0.78845,12,0.64096,0.16594,2021
Mississippi,MS,January,0.65272,1,0.75876,0.99429,2021
Mississippi,MS,February,0.84419,2,0.09147,0.683,2021
Mississippi,MS,March,0.82524,3,0.13167,0.90779,2021
Mississippi,MS,April,0.86262,4,0.6267,0.76598,2021
Mississippi,MS,May,0.02081,5,0.02081,0.00202,2021
Mississippi,MS,June,0.96154,6,0.098,0.05531,2021
Mississippi,MS,July,0.601,7,0.97094,0.896,2021
Mississippi,MS,August,0.95717,8,0.97939,0.75718,2021
Mississippi,MS,September,0.04563,9,0.00816,0.79416,2021
Mississippi,MS,October,0.21808,10,0.9247,0.9505,2021
Mississippi,MS,November,0.90511,11,0.69027,0.96824,2021
Mississippi,MS,December,0.03797,12,0.92968,0.86152,2021
Missouri,MO,January,0.84736,1,0.11969,0.02307,2021
Missouri,MO,February,0.87468,2,0.1502,0.0864,2021
Missouri,MO,March,0.89969,3,0.03845,0.83833,2021
Missouri,MO,April,0.07363,4,0.94179,0.82524,2021
Missouri,MO,May,0.664,5,0.10643,0.61956,2021
Missouri,MO,June,0.82726,6,0.55564,0.02813,2021
Missouri,MO,July,0.0345,7,0.9346,0.8162,2021
Missouri,MO,August,0.01568,8,0.25,0.85984,2021
Missouri,MO,September,0.01845,9,0.98644,0.7916,2021
Missouri,MO,October,0.02688,10,0.30684,0.624,2021
Missouri,MO,November,0.00224,11,0.14206,0.91549,2021
Missouri,MO,December,0.53888,12,0.84652,0.52664,2021
Montana,MT,January,0.03075,1,0.99561,0.75613,2021
Montana,MT,February,0.02568,2,0.03712,0.9646,2021
Montana,MT,March,0.00725,3,0.15752,0.78364,2021
Montana,MT,April,0.51296,4,0.78845,0.018,2021
Montana,MT,May,0.83833,5,0.96085,0.12705,2021
Montana,MT,June,0.04661,6,0.17482,0.91919,2021
Montana,MT,July,0.89225,7,0.52,0.03192,2021
Montana,MT,August,0.9437,8,0.94893,0.00432,2021
Montana,MT,September,0.17332,9,0.99236,0.56786,2021
Montana,MT,October,0.25,10,0.06956,0.135,2021
Montana,MT,November,0.3394,11,0.96336,0.00513,2021
Montana,MT,December,0.74948,12,0.59635,0.84855,2021
Nebraska,NE,January,0.92729,1,0.21196,0.04095,2021
Nebraska,NE,February,0.01385,2,0.16628,0.1566,2021
Nebraska,NE,March,0.16628,3,0.82518,0.25132,2021
Nebraska,NE,April,0.92247,4,0.1431,0.00832,2021
Nebraska,NE,May,0.94229,5,0.05968,0.93299,2021
Nebraska,NE,June,0.05676,6,0.24268,0.889,2021
Nebraska,NE,July,0.85047,7,0.3394,0.95936,2021
Nebraska,NE,August,0.57184,8,0.952,0.03917,2021
Nebraska,NE,September,0.96848,9,0.14729,0.07041,2021
Nebraska,NE,October,0.8514,10,0.06789,0.0756,2021
Nebraska,NE,November,0.13502,11,0.01161,0.04043,2021
Nebraska,NE,December,0.94469,12,0.98075,0.71198,2021
Nevada,NV,January,0.83079,1,0.18948,0.83116,2021
Nevada,NV,February,0.01184,2,0.15159,0.99284,2021
Nevada,NV,March,0.85425,3,0.889,0.02276,2021
Nevada,NV,April,0.13848,4,0.135,0.01372,2021
Nevada,NV,May,0.7835,5,0.50548,0.11229,2021
Nevada,NV,June,0.26644,6,0.05315,0.81322,2021
Nevada,NV,July,0.156,7,0.89119,0.0692,2021
Nevada,NV,August,0.11666,8,0.10509,0.18,2021
Nevada,NV,September,0.03427,9,0.11781,0.96085,2021
Nevada,NV,October,0.97939,10,0.92729,0.83763,2021
Nevada,NV,November,0.96584,11,0.02,0.45168,2021
Nevada,NV,December,0.47164,12,0.007,0.12844,2021
New Hampshire,NH,January,0.88,1,0.10716,0.89744,2021
New Hampshire,NH,February,0.01498,2,0.228,0.13901,2021
New Hampshire,NH,March,0.098,3,0.8036,0.87279,2021
New Hampshire,NH,April,0.18948,4,0.17011,0.89549,2021
New Hampshire,NH,May,0.9136,5,0.78904,0.72245,2021
New Hampshire,NH,June,0.05531,6,0.08181,0.61044,2021
New Hampshire,NH,July,0.76412,7,0.01962,0.8514,2021
New Hampshire,NH,August,0.40255,8,0.048,0.10147,2021
New Hampshire,NH,September,0.022,9,0.664,0.05315,2021
New Hampshire,NH,October,0.04394,10,0.1246,0.55,2021
New Hampshire,NH,November,0.02101,11,0.82524,0.10509,2021
New Hampshire,NH,December,0.76924,12,0.01845,0.88229,2021
New Jersey,NJ,January,0.98182,1,0.96584,0.76271,2021
New Jersey,NJ,February,0.52,2,0.09701,0.01962,2021
New Jersey,NJ,March,0.05084,3,0.9784,0.95971,2021
New Jersey,NJ,April,0.85794,4,0.95971,0.43079,2021
New Jersey,NJ,May,0.99444,5,0.74344,0.01272,2021
New Jersey,NJ,June,0.93442,6,0.90763,0.90975,2021
New Jersey,NJ,July,0.90779,7,0.81018,0.37876,2021
New Jersey,NJ,August,0.96475,8,0.75613,0.93135,2021
New Jersey,NJ,September,0.2152,9,0.90175,0.1431,2021
New Jersey,NJ,October,0.889,10,0.18512,0.63684,2021
New Jersey,NJ,November,0.84094,11,0.02961,0.87632,2021
New Jersey,NJ,December,0.84569,12,0.1653,0.05829,2021
New Mexico,NM,January,0.8162,1,0.05247,0.84281,2021
New Mexico,NM,February,0.00816,2,0.16594,0.86539,2021
New Mexico,NM,March,0.27517,3,0.9876,0.066,2021
New Mexico,NM,April,0.02813,4,0.99284,0.2214,2021
New Mexico,NM,May,0.78948,5,0.71344,0.12721,2021
New Mexico,NM,June,0.97428,6,0.921,0.91558,2021
New Mexico,NM,July,0.006,7,0.2549,0.65272,2021
New Mexico,NM,August,0.64096,8,0.51296,0.002,2021
New Mexico,NM,September,0.74224,9,0.035,0.01385,2021
New Mexico,NM,October,0.43936,10,0.7835,0.04385,2021
New Mexico,NM,November,0.05954,11,0.99377,0.77571,2021
New Mexico,NM,December,0.08514,12,0.97967,0.75136,2021
New York,NY,January,0.82821,1,0.022,0.95069,2021
New York,NY,February,0.89335,2,0.82367,0.96224,2021
New York,NY,March,0.91759,3,0.25132,0.69864,2021
New York,NY,April,0.93619,4,0.9899,0.9989,2021
New York,NY,May,0.15752,5,0.43936,0.85425,2021
New York,NY,June,0.22272,6,0.00224,0.98246,2021
New York,NY,July,0.736,7,0.20049,0.82226,2021
New York,NY,August,0.97219,8,0.88963,0.9136,2021
New York,NY,September,0.88963,9,0.006,0.13502,2021
New York,NY,October,0.96797,10,0.002,0.91264,2021
New York,NY,November,0.76598,11,0.0692,0.98182,2021
New York,NY,December,0.10643,12,0.81625,0.966,2021
North Carolina,NC,January,0.05229,1,0.02101,0.94375,2021
North Carolina,NC,February,0.01728,2,0.83406,0.006,2021
North Carolina,NC,March,0.99236,3,0.12,0.21808,2021
North Carolina,NC,April,0.81625,4,0.77728,0.957,2021
North Carolina,NC,May,0.811,5,0.8162,0.9466,2021
North Carolina,NC,June,0.1296,6,0.93883,0.808,2021
North Carolina,NC,July,0.1246,7,0.05229,0.63264,2021
North Carolina,NC,August,0.85647,8,0.03427,0.77248,2021
North Carolina,NC,September,0.79522,9,0.99779,0.60576,2021
North Carolina,NC,October,0.67527,10,0.83763,0.8911,2021
North Carolina,NC,November,0.75281,11,0.53292,0.88679,2021
North Carolina,NC,December,0.86539,12,0.601,0.61504,2021
North Dakota,ND,January,0.018,1,0.79474,0.79786,2021
North Dakota,ND,February,0.83992,2,0.96824,0.05388,2021
North Dakota,ND,March,0.06789,3,0.70473,0.14206,2021
North Dakota,ND,April,0.10304,4,0.85984,0.02081,2021
North Dakota,ND,May,0.81322,5,0.01568,0.69386,2021
North Dakota,ND,June,0.11943,6,0.92298,0.84419,2021
North Dakota,ND,July,0.18999,7,0.95936,0.99094,2021
North Dakota,ND,August,0.977,8,0.17501,0.92969,2021
North Dakota,ND,September,0.82518,9,0.98447,0.79522,2021
North Dakota,ND,October,0.063,10,0.645,0.19408,2021
North Dakota,ND,November,0.28287,11,0.82968,0.00941,2021
North Dakota,ND,December,0.27148,12,0.77248,0.74948,2021
Ohio,OH,January,0.04969,1,0.95588,0.06624,2021
Ohio,OH,February,0.9876,2,0.2214,0.8341,2021
Ohio,OH,March,0.91512,3,0.52664,0.23588,2021
Ohio,OH,April,0.94893,4,0.77571,0.9414,2021
Ohio,OH,May,0.6267,5,0.163,0.84736,2021
Ohio,OH,June,0.02938,6,0.58198,0.02412,2021
Ohio,OH,July,0.26092,7,0.06883,0.93428,2021
Ohio,OH,August,0.04095,8,0.68665,0.21196,2021
Ohio,OH,September,0.11781,9,0.69744,0.92247,2021
Ohio,OH,October,0.01,10,0.02813,0.97523,2021
Ohio,OH,November,0.99284,11,0.06624,0.80096,2021
Ohio,OH,December,0.268,12,0.71198,0.298,2021
Oklahoma,OK,January,0.98075,1,0.82226,0.89838,2021
Oklahoma,OK,February,0.06267,2,0.0724,0.2549,2021
Oklahoma,OK,March,0.04248,3,0.76271,0.9974,2021
Oklahoma,OK,April,0.9637,4,0.14575,0.29118,2021
Oklahoma,OK,May,0.83116,5,0.86152,0.06461,2021
Oklahoma,OK,June,0.85984,6,0.206,0.99331,2021
Oklahoma,OK,July,0.07296,7,0.11143,0.02961,2021
Oklahoma,OK,August,0.016,8,0.53888,0.8036,2021
Oklahoma,OK,September,0.02,9,0.98598,0.1598,2021
Oklahoma,OK,October,0.92004,10,0.82726,0.04394,2021
Oklahoma,OK,November,0.90738,11,0.05107,0.701,2021
Oklahoma,OK,December,0.24878,12,0.98845,0.14385,2021
Oregon,OR,January,0.1534,1,0.235,0.6791,2021
Oregon,OR,February,0.9782,2,0.02872,0.82367,2021
Oregon,OR,March,0.92279,3,0.92629,0.56656,2021
Oregon,OR,April,0.98411,4,0.91558,0.80072,2021
Oregon,OR,May,0.18,5,0.26127,0.08181,2021
Oregon,OR,June,0.9058,6,0.96848,0.40255,2021
Oregon,OR,July,0.13107,7,0.584,0.87468,2021
Oregon,OR,August,0.17482,8,0.47164,0.31,2021
Oregon,OR,September,0.97094,9,0.94229,0.9058,2021
Oregon,OR,October,0.96582,10,0.13225,0.02568,2021
Oregon,OR,November,0.11136,11,0.9437,0.94229,2021
Oregon,OR,December,0.96971,12,0.73356,0.90175,2021
Pennsylvania,PA,January,0.298,1,0.99811,0.063,2021
Pennsylvania,PA,February,0.10925,2,0.116,0.0825,2021
Pennsylvania,PA,March,0.135,3,0.283,0.0724,2021
Pennsylvania,PA,April,0.99621,4,0.99429,0.01184,2021
Pennsylvania,PA,May,0.08925,5,0.96971,0.283,2021
Pennsylvania,PA,June,0.99668,6,0.01385,0.98294,2021
Pennsylvania,PA,July,0.93883,7,0.02688,0.43936,2021
Pennsylvania,PA,August,0.71198,8,0.772,0.88,2021
Pennsylvania,PA,September,0.80405,9,0.80712,0.08514,2021
Pennsylvania,PA,October,0.204,10,0.03321,0.85936,2021
Pennsylvania,PA,November,0.719,11,0.93929,0.8122,2021
Pennsylvania,PA,December,0.14385,12,0.65272,0.99041,2021
Puerto Rico,PR,January,0.99218,1,0.79522,0.96971,2021
Puerto Rico,PR,February,0.01161,2,0.988,0.92004,2021
Puerto Rico,PR,March,0.18494,3,0.92489,0.93883,2021
Puerto Rico,PR,April,0.099,4,0.10101,0.91169,2021
Puerto Rico,PR,May,0.92455,5,0.95496,0.81625,2021
Puerto Rico,PR,June,0.99104,6,0.98875,0.87526,2021
Puerto Rico,PR,July,0.99377,7,0.98997,0.91735,2021
Puerto Rico,PR,August,0.46232,8,0.58685,0.13848,2021
Puerto Rico,PR,September,0.16594,9,0.97858,0.16972,2021
Puerto Rico,PR,October,0.77082,10,0.99444,0.94598,2021
Puerto Rico,PR,November,0.0692,11,0.22432,0.09471,2021
Puerto Rico,PR,December,0.93135,12,0.99331,0.082,2021
Rhode Island,RI,January,0.12225,1,0.57184,0.15752,2021
Rhode Island,RI,February,0.97216,2,0.03581,0.71304,2021
Rhode Island,RI,March,0.91938,3,0.87361,0.235,2021
Rhode Island,RI,April,0.99556,4,0.86763,0.86763,2021
Rhode Island,RI,May,0.76564,5,0.18,0.9052,2021
Rhode Island,RI,June,0.09701,6,0.76598,0.03712,2021
Rhode Island,RI,July,0.93206,7,0.95274,0.7835,2021
Rhode Island,RI,August,0.21052,8,0.02,0.73263,2021
Rhode Island,RI,September,0.06956,9,0.06727,0.56116,2021
Rhode Island,RI,October,0.10862,10,0.98647,0.78845,2021
Rhode Island,RI,November,0.008,11,0.2094,0.18999,2021
Rhode Island,RI,December,0.98997,12,0.74224,0.02848,2021
South Carolina,SC,January,0.14206,1,0.928,0.10101,2021
South Carolina,SC,February,0.22432,2,0.84419,0.04661,2021
South Carolina,SC,March,0.24285,3,0.14956,0.9758,2021
South Carolina,SC,April,0.87156,4,0.95303,0.26127,2021
South Carolina,SC,May,0.06117,5,0.08514,0.82518,2021
South Carolina,SC,June,0.94325,6,0.92455,0.03978,2021
South Carolina,SC,July,0.48904,7,0.79786,0.425,2021
South Carolina,SC,August,0.09471,8,0.9758,0.11349,2021
South Carolina,SC,September,0.1502,9,0.9058,0.11564,2021
South Carolina,SC,October,0.09147,10,0.86539,0.95496,2021
South Carolina,SC,November,0.78364,11,0.94469,0.10304,2021
South Carolina,SC,December,0.01776,12,0.6791,0.80405,2021
South Dakota,SD,January,0.31,1,0.87089,0.96154,2021
South Dakota,SD,February,0.8341,2,0.94032,0.00101,2021
South Dakota,SD,March,0.9175,3,0.89744,0.75281,2021
South Dakota,SD,April,0.56786,4,0.08,0.05084,2021
South Dakota,SD,May,0.89549,5,0.97635,0.23064,2021
South Dakota,SD,June,0.87089,6,0.237,0.05376,2021
South Dakota,SD,July,0.72586,7,0.66773,0.928,2021
South Dakota,SD,August,0.05829,8,0.001,0.988,2021
South Dakota,SD,September,0.9136,9,0.12844,0.07363,2021
South Dakota,SD,October,0.577,10,0.1598,0.016,2021
South Dakota,SD,November,0.93117,11,0.3733,0.87767,2021
South Dakota,SD,December,0.18512,12,0.92969,0.16167,2021
Tennessee,TN,January,0.18416,1,0.90379,0.9782,2021
Tennessee,TN,February,0.00408,2,0.9095,0.92279,2021
Tennessee,TN,March,0.07703,3,0.12705,0.83424,2021
Tennessee,TN,April,0.96098,4,0.9989,0.96098,2021
Tennessee,TN,May,0.97338,5,0.76564,0.93619,2021
Tennessee,TN,June,0.60576,6,0.94598,0.93676,2021
Tennessee,TN,July,0.181,7,0.97428,0.97858,2021
Tennessee,TN,August,0.12232,8,0.799,0.98845,2021
Tennessee,TN,September,0.13785,9,0.08829,0.30684,2021
Tennessee,TN,October,0.00941,10,0.94612,0.70838,2021
Tennessee,TN,November,0.81926,11,0.887,0.02321,2021
Tennessee,TN,December,0.0724,12,0.0825,0.69744,2021
Texas,TX,January,0.89119,1,0.07703,0.89335,2021
Texas,TX,February,0.92298,2,0.02568,0.95274,2021
Texas,TX,March,0.135,3,0.05376,0.98075,2021
Texas,TX,April,0.03917,4,0.10925,0.75876,2021
Texas,TX,May,0.59163,5,0.21808,0.799,2021
Texas,TX,June,0.87632,6,0.68196,0.00628,2021
Texas,TX,July,0.004,7,0.9175,0.26092,2021
Texas,TX,August,0.87901,8,0.65651,0.13225,2021
Texas,TX,September,0.26127,9,0.14385,0.02101,2021
Texas,TX,October,0.921,10,0.701,0.07469,2021
Texas,TX,November,0.0105,11,0.01728,0.18494,2021
Texas,TX,December,0.9346,12,0.02565,0.46232,2021
Utah,UT,January,0.93775,1,0.05954,0.86262,2021
Utah,UT,February,0.952,2,0.11136,0.74224,2021
Utah,UT,March,0.10716,3,0.95716,0.0105,2021
Utah,UT,April,0.987,4,0.03191,0.17032,2021
Utah,UT,May,0.082,5,0.987,0.04941,2021
Utah,UT,June,0.65651,6,0.84569,0.735,2021
Utah,UT,July,0.50548,7,0.2152,0.921,2021
Utah,UT,August,0.06624,8,0.99104,0.92729,2021
Utah,UT,September,0.03192,9,0.01613,0.9635,2021
Utah,UT,October,0.69027,10,0.9466,0.1246,2021
Utah,UT,November,0.9095,11,0.12342,0.85704,2021
Utah,UT,December,0.91558,12,0.02203,0.10716,2021
Vermont,VT,January,0.04431,1,0.20478,0.89119,2021
Vermont,VT,February,0.05388,2,0.00628,0.1653,2021
Vermont,VT,March,0.89744,3,0.26644,0.20478,2021
Vermont,VT,April,0.84248,4,0.96724,0.84094,2021
Vermont,VT,May,0.03581,5,0.17032,0.53292,2021
Vermont,VT,June,0.94753,6,0.02321,0.88169,2021
Vermont,VT,July,0.96224,7,0.56116,0.08,2021
Vermont,VT,August,0.08843,8,0.43079,0.00224,2021
Vermont,VT,September,0.83424,9,0.33142,0.90379,2021
Vermont,VT,October,0.03547,10,0.04095,0.10862,2021
Vermont,VT,November,0.76271,11,0.13107,0.87089,2021
Vermont,VT,December,0.645,12,0.98058,0.97338,2021
Virginia,VA,January,0.0864,1,0.93428,0.52,2021
Virginia,VA,February,0.24268,2,0.55,0.22918,2021
Virginia,VA,March,0.07469,3,0.95717,0.719,2021
Virginia,VA,April,0.663,4,0.01184,0.90738,2021
Virginia,VA,May,0.13901,5,0.10304,0.9095,2021
Virginia,VA,June,0.10147,6,0.85936,0.91759,2021
Virginia,VA,July,0.99429,7,0.04248,0.181,2021
Virginia,VA,August,0.007,8,0.76924,0.78948,2021
Virginia,VA,September,0.116,9,0.87767,0.06117,2021
Virginia,VA,October,0.75718,10,0.72926,0.85794,2021
Virginia,VA,November,0.23064,11,0.97338,0.94753,2021
Virginia,VA,December,0.95588,12,0.135,0.74277,2021
Virgin Islands,VI,January,0.35436,1,0.808,0.12225,2021
Virgin Islands,VI,February,0.82968,2,0.09703,0.83702,2021
Virgin Islands,VI,March,0.87361,3,0.69386,0.772,2021
Virgin Islands,VI,April,0.886,4,0.88,0.8976,2021
Virgin Islands,VI,May,0.08443,5,0.26092,0.008,2021
Virgin Islands,VI,June,0.55564,6,0.87632,0.87156,2021
Virgin Islands,VI,July,0.06276,7,0.9052,0.77796,2021
Virgin Islands,VI,August,0.98176,8,0.80405,0.94032,2021
Virgin Islands,VI,September,0.043,9,0.35436,0.3394,2021
Virgin Islands,VI,October,0.966,10,0.93442,0.206,2021
Virgin Islands,VI,November,0.93581,11,0.78364,0.85423,2021
Virgin Islands,VI,December,0.00832,12,0.03917,0.14729,2021
Washington,WA,January,0.05315,1,0.28287,0.99811,2021
Washington,WA,February,0.91919,2,0.05675,0.72516,2021
Washington,WA,March,0.92489,3,0.2165,0.03321,2021
Washington,WA,April,0.06727,4,0.83702,0.90257,2021
Washington,WA,May,0.02276,5,0.87024,0.10643,2021
Washington,WA,June,0.75943,6,0.147,0.19517,2021
Washington,WA,July,0.90001,7,0.18416,0.76412,2021
Washington,WA,August,0.56116,8,0.72586,0.90763,2021
Washington,WA,September,0.79416,9,0.03547,0.228,2021
Washington,WA,October,0.07125,10,0.02412,0.08843,2021
Washington,WA,November,0.96085,11,0.22918,0.584,2021
Washington,WA,December,0.701,12,0.85647,0.601,2021
West Virginia,WV,January,0.10509,1,0.97219,0.99561,2021
West Virginia,WV,February,0.01962,2,0.75718,0.16628,2021
West Virginia,WV,March,0.98528,3,0.09504,0.977,2021
West Virginia,WV,April,0.06419,4,0.00513,0.99236,2021
West Virginia,WV,May,0.48,5,0.87156,0.83079,2021
West Virginia,WV,June,0.83763,6,0.02627,0.89225,2021
West Virginia,WV,July,0.02627,7,0.98246,0.98644,2021
West Virginia,WV,August,0.86494,8,0.21052,0.19892,2021
West Virginia,WV,September,0.61504,9,0.13848,0.13107,2021
West Virginia,WV,October,0.91169,10,0.08843,0.00618,2021
West Virginia,WV,November,0.94825,11,0.94799,0.95303,2021
West Virginia,WV,December,0.77892,12,0.84281,0.30019,2021
Wisconsin,WI,January,0.89485,1,0.07363,0.3733,2021
Wisconsin,WI,February,0.86815,2,0.11564,0.14575,2021
Wisconsin,WI,March,0.8976,3,0.16059,0.20049,2021
Wisconsin,WI,April,0.799,4,0.04522,0.68196,2021
Wisconsin,WI,May,0.89838,5,0.9136,0.04522,2021
Wisconsin,WI,June,0.035,6,0.09309,0.82968,2021
Wisconsin,WI,July,0.00628,7,0.03978,0.55564,2021
Wisconsin,WI,August,0.9505,8,0.8976,0.97009,2021
Wisconsin,WI,September,0.99561,9,0.89335,0.71551,2021
Wisconsin,WI,October,0.66026,10,0.81584,0.97967,2021
Wisconsin,WI,November,0.78211,11,0.85423,0.00408,2021
Wisconsin,WI,December,0.90379,12,0.99914,0.9533,2021
Wyoming,WY,January,0.7916,1,0.89838,0.204,2021
Wyoming,WY,February,0.88455,2,0.9646,0.90511,2021
Wyoming,WY,March,0.90175,3,0.76412,0.9247,2021
Wyoming,WY,April,0.17501,4,0.90738,0.00816,2021
Wyoming,WY,May,0.62836,5,0.99218,0.58685,2021
Wyoming,WY,June,0.19517,6,0.88455,0.88963,2021
Wyoming,WY,July,0.2214,7,0.88679,0.01776,2021
Wyoming,WY,August,0.15159,8,0.02938,0.02565,2021
Wyoming,WY,September,0.82367,9,0.19517,0.97219,2021
Wyoming,WY,October,0.88169,10,0.09471,0.05107,2021
Wyoming,WY,November,0.93428,11,0.0864,0.00725,2021
Wyoming,WY,December,0.99331,12,0.268,0.84569,2021
